
gene	XY_Blood_007.886	XY_Blood_1.888	XY_Blood_3.885	XY_Blood_5.609	XY_Blood_7.604	XY_Blood_881	XY_Blood_999	XZ_Blood_10
ANKRD44	172.0900422	113.22116	56.70790587	79.95764904	62.6252763	42.05801378	120.3336161	64.8613287
LOC101907169	0.317201643	0	0	0.023524029	0.045841308	0	0.318701284	0.068776304
LOC112442949	0.609416776	0.207187649	0	0.126546085	0.026421485	0.03465868	0.306148964	0.198202472
LOC104971273	0.190367288	0.102190243	0.100089682	0	0.041267214	0.162398196	0.028690094	0.340525527
SF3B1	374.5814068	221.5684591	95.23659857	127.2535326	123.9743679	77.74347284	327.5265558	89.91593672
COQ10B	47.20376128	47.14840928	31.866054	32.30783725	32.14311613	34.04379144	72.38942095	27.18866955
LOC112443619	0	0	0	0.66374662	0	0	3.596950178	0
HSPD1	109.1228088	89.11645646	77.04733464	96.51773446	73.99420026	91.52750026	97.43446804	48.12856817
HSPE1	94.86941215	190.4626131	208.692796	135.5456511	200.9266624	194.1531879	185.9337889	114.1553827
MOB4	29.71730562	17.43950864	12.07589278	14.35244314	12.29611656	16.63361813	20.2853976	17.88097203
RFTN2	1.474331928	0.798624584	0	0.214700281	0.139462245	0.017150734	1.090777043	0.1046185
MARS2	22.28475048	11.57434294	7.300944621	5.279802658	7.113941755	6.449348709	17.33075995	3.109323361
BOLL	0	0	0	0	0	0	0.102654986	0
PLCL1	29.66226152	9.446777804	7.745859339	3.307256534	5.791510932	7.756865168	8.422370247	1.345727242
LOC112443691	0	0	0	0	0	0	0	0
LOC112443615	0	0	0	0	0	0	0	0
SATB2	0	0.027733634	0.021730846	0.091955389	0.022399199	0.022036801	0.155725347	0.067211614
LOC112442950	0	0	0	0	0	0	0	0
LOC112443725	0	0	0	0	0	0	0	0
FTCDNL1	0.505365307	0	0	0	0	0	0.097924088	0
C2H2orf69	20.22610143	12.35353834	6.615612139	11.56609181	9.295484879	10.0101689	13.54874065	4.899993576
TYW5	14.21605566	9.783097294	3.676359878	4.99249953	4.622566868	2.68371785	12.18229653	4.304319224
MAIP1	9.065360764	6.609012064	5.101237461	5.273899773	4.600864505	4.310882659	7.33888612	3.436427119
LOC107131509	0	0	0	0	0	0	0	0
HIST2H3D	0	0	0	0	0	0	0	0
SPATS2L	5.663975403	7.732322674	5.5870696	2.974442761	5.01099546	5.518569638	7.201546934	5.470230924
KCTD18	14.15863004	11.07634243	6.6655754	8.850495552	6.72954317	8.127164131	16.10882162	6.363163032
SGO2	14.10216946	5.858025605	4.3356079	5.00537289	4.06091874	4.645156431	7.780854819	3.221232891
AOX1	35.77122492	24.15172892	16.16146919	22.58568048	28.53074168	17.16505564	23.57190658	0.752197262
AOX4	0	0.081512527	0.031934802	0	0	0	0	0
LOC101908056	0	0	0	0.189112165	0	0	0.51241469	0
AOX2	0.036572575	0.346020457	0.034611867	0.048820736	0.112975229	0.023399452	0.256299722	0.06690718
LOC112442951	0	0	0	0	0	0	0	0
BZW1	415.5400511	172.8213398	137.6445579	167.810243	139.8052561	168.230429	206.7352643	124.1254376
CLK1	171.4215421	249.9686382	74.42761878	97.58889064	119.7639058	68.74076832	329.9493866	95.45978677
PPIL3	21.57325254	16.35256867	10.98921239	13.26547395	14.42924974	15.62924979	21.69702901	6.346433269
NIF3L1	14.63020282	9.468559936	8.228505068	8.419448994	7.031567953	4.494618234	13.8922859	9.744925033
ORC2	30.68980061	14.74887391	13.20968829	17.74732412	12.57465115	10.81898353	21.89399308	8.983203502
FAM126B	27.75323898	14.16007011	4.916149575	7.849659241	5.197975456	3.56730591	13.52190465	2.422698718
LOC112443626	0	0	0	0	0	0.618079799	0	0
NDUFB3	15.86760515	29.49394936	43.97478226	27.02147424	32.78993887	42.88606328	47.60437352	25.32104193
CFLAR	106.0098309	95.16944342	42.72442062	70.07932659	61.01879381	36.88213885	63.62223247	54.62229073
LOC100848685	0	0.40837776	0.319986713	0.169255388	0.329828209	0	0.458611148	0
CASP8	165.2791327	147.3593202	73.12970686	114.1100854	98.77819729	72.1491934	126.9974085	53.15210016
ALS2CR12	39.49362805	60.92984817	39.07979695	50.38792973	25.95933918	17.79398838	9.989233767	0.034436013
TRAK2	137.421861	48.49180232	25.9821547	43.33748739	29.76353955	20.26617043	40.56099792	13.48231765
STRADB	20.64094112	19.4717775	10.43747185	10.73779819	11.81130443	11.00521139	14.36447884	4.19569755
C2CD6	0.036421557	0	0	0	0.047372095	0	0.032934373	0
TRNAG-CCC_9	0	0	0	0	0	0	0	0
TMEM237	1.549456097	1.359031281	0.803021758	0.424754384	1.259573083	1.29230269	1.526201855	0.91788037
MPP4	0	0	0	0	0	0.111461364	0	0
LOC112443617	0	0	0	0	0	0	0	0
TRNAC-GCA_18	0	0	0	0	0	0	0	0
ALS2	19.48901154	11.68923983	6.273896798	6.513479822	7.208043436	4.493665845	16.32191922	3.308236804
CDK15	0	0	0	0	0	0	0	0
FZD7	0.275760861	0.222044999	0	0.490817618	0.328782084	0.470491193	0.083119374	0.964130345
KIAA2012	0.262061131	0.342897522	0.14467347	0.327961353	0.436717473	0.230544863	0.296212593	0.527366435
SUMO1	82.67930592	76.92532465	76.71903669	75.22461692	79.13586534	80.84129668	80.01809088	64.04641043
LOC112443644	10.74007447	2.882666544	1.505819828	2.389487832	4.65639824	0	5.395425267	1.164342365
NOP58	75.95973521	55.33188086	52.09580283	44.17923953	47.81071418	44.55870434	67.3924227	26.25207786
LOC112443666	0	1.835405665	0	1.521396747	0	0	0	0
LOC112443665	0	0	0	0	0	0	0	0
LOC112443676	3.538396627	2.849147165	0	3.148937453	0	0	0	0
LOC112443674	7.245288332	1.944656002	0	0	1.570610517	0	0	1.178203584
BMPR2	39.55392181	19.63544262	7.05739411	13.49683427	11.21551605	8.044821859	9.40109785	12.89669799
FAM117B	27.18926533	11.12474786	8.146597543	9.677012913	8.625076633	8.697964226	13.27712215	7.46002771
ICA1L	0.377333244	0.372884665	0.140677284	0.34343332	0.156158097	0.16460529	0.713429584	0.016734714
WDR12	36.31022328	22.1332944	21.52550139	21.20585355	20.76143375	22.28536592	31.81917465	17.24122348
CARF	11.5836357	5.269891921	1.7418386	3.762662605	1.996295591	1.222866295	6.44185434	1.478697075
LOC783376	27.51991871	12.35428519	18.82274785	14.62951734	14.17508988	17.91912024	19.48959739	3.564313362
NBEAL1	17.3901116	6.306200781	1.520387519	2.719361611	1.930662304	1.033160576	6.436056518	1.333162027
CYP20A1	40.80621514	62.579922	35.47609426	39.5885484	47.02436075	25.75229792	31.00083332	33.9682084
ABI2	22.22946968	11.28437832	8.120355219	6.386387201	8.265347201	4.52443836	17.24616798	3.190523663
RAPH1	1.242741121	0.758080119	0.33857885	0.496423822	0.593898946	0.180708313	0.647010344	0.684351033
CD28	23.59731294	15.90930679	14.86529956	20.488333	16.12336431	11.72597027	16.26141295	8.13698822
CTLA4	0.352691365	1.60927722	0.667566162	0.784679592	0.672806731	0.421222673	2.976613847	0.917655086
ICOS	26.83627776	25.54344189	20.76059874	33.37763597	14.86405291	19.64096239	35.06397586	9.573934015
LOC112442375	0	0	0	0	0	0	0	0
LOC101903301	428.7515888	572.0154454	1036.906653	773.6257972	793.2850623	1046.19223	681.855545	124.203328
LOC112443624	0	0	0	0	0	0	0	0
LOC112442244	1.477194709	0.264322175	0.103555571	0	0.213481041	0	0	0.080072088
PARD3B	4.004629696	0.640906735	0.31386632	0.506355011	0.291167619	0.684313461	0.134951785	0.661331045
NRP2	11.29734696	11.98817769	5.931336853	8.795355568	12.53189757	7.021622542	10.61701225	15.40437917
LOC112442952	0	0	0	0.039499507	0	0	0.026756776	0.057741599
LOC112443614	0	0	0	0	0	0	0	0
LOC104971291	0	0	0	0	0	0	0	0
INO80D	45.65751937	15.16709308	4.607619158	8.545783799	6.487089451	4.784598855	15.17103445	4.408396011
LOC112442246	5.145836769	7.409089203	5.970517354	5.734017446	6.154146283	4.101488265	10.76533477	2.44657064
TRNAC-GCA_19	0	0	0	0	0	0	0	0
LOC104968518	0.356534399	0.143542271	0	0	0	0	0	1.39148121
NDUFS1	44.78591117	36.4323644	26.86666487	29.63383119	30.88892341	22.28848861	41.30783942	28.6632468
EEF1B2	810.730997	528.3542717	930.8066615	720.9743522	728.0324966	1018.453976	519.0517399	398.1065239
LOC112443650	2.567950295	5.169338739	1.620185891	0	4.175040616	0	16.25457232	0
LOC112443651	4.541822537	16.45701422	4.775921097	6.062879573	4.922809084	2.421581304	18.48134476	1.107863071
GPR1	0.034038267	0.073087742	0.014317079	0.007572948	0.029514829	0.014518653	0.020519514	0
ZDBF2	0	0	0	0	0	0.01595731	0	0
LOC112442953	0	0	0	0	0	0	0	0
ADAM23	0	0	0	0	0	0	0	0
LOC104971292	3.931551808	7.091210723	10.31895138	5.98298116	5.318160263	5.332735014	5.403790268	0.4603214
FAM237A	0	0	0	0	0	0	0	0
DYTN	0	0	0	0	0	0	0	0
MDH1B	0	0.066483966	0	0.110219219	0	0.026413667	0.07466197	0.080560929
FASTKD2	22.77090619	19.30209986	14.7324495	14.64577236	13.3277521	15.81401315	21.22714455	7.089419278
CPO	0	0	0	0	0	0	0	0
KLF7	73.83586729	57.50728314	21.7501581	37.87909164	26.22186197	15.80914914	50.02459815	24.79987058
LOC112442377	0	0	0	0	0	0	0.065166771	0
LOC100847666	0	0	0	0	0	0	0	0
CREB1	184.6231813	70.79055305	25.64665178	53.69481277	37.74734764	23.58841359	75.39515979	16.41798694
LOC104971296	5.272561311	2.426006497	1.425683377	0	0.979687748	0.321279104	1.36221133	0
METTL21A	5.894567653	6.753204774	4.917112524	5.386598934	5.608623205	3.16392253	6.725342884	4.226644525
LOC784637	0	0	0	0	0	0	0	0.484351229
CCNYL1	4.198242073	6.284479979	2.702110025	2.632861592	3.023425246	1.658514128	1.987314973	5.443300556
FZD5	10.92853244	2.060993517	0.925393954	2.869711428	0.663958118	1.380033575	3.835846004	5.394615728
PLEKHM3	85.73445178	66.48427648	17.34829582	38.87087576	30.37595616	14.47497097	48.64897852	13.46858822
LOC538688	0	0	0	0	0	0	0	0
LOC784843	0	0	0	0	0	0	0	0
CRYGD	0	0	0	0	0	0	0	0
CRYGC	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0
CRYGA	0	0	0	0	0	0	0	0
C2H2orf80	0	0	0	0	0	0	0	0
LOC104971301	0	0	0	0	0	0	0	0
IDH1	18.12144788	25.34971715	16.76236228	21.2177837	27.93927066	17.44051819	23.53810433	28.35715726
PIKFYVE	31.49958615	15.29990492	4.653240106	12.50812499	5.213429265	3.592742195	25.14572813	6.217401619
LOC112442974	0.399346601	0.964671875	0	0.266543918	0	0	1.8055557	0.77928426
PTH2R	0	0	0	0	0	0	0	0
LOC112443697	0	0	0	0	0	0	0	0
LOC112442978	0	0	0	0	0	0	0	0
LOC616092	0	0	0	0	0	0	0	0
MAP2	6.41298223	2.026200866	3.809154064	4.487155711	3.101966676	4.962145793	0.619802162	2.629281866
UNC80	0	0	0	0	0	0	0	0.014357914
RPE	21.44470315	14.84145151	8.777736869	10.2124975	9.547153157	9.506081714	17.52177711	10.87968423
KANSL1L	15.08070342	9.405738752	3.416849552	5.962855449	4.768755472	2.567102674	8.739705816	4.155853716
ACADL	1.817686532	1.406219976	0.427248598	0.499559122	1.182096883	0.478870681	1.482509683	0
MYL1	0	0	0	0	0	0	0	0.091722985
LANCL1	42.43035828	19.19678769	12.79108094	15.43928573	13.78967216	11.92213558	29.95297797	13.60879185
CPS1	0	0	0.020577924	0.663960043	0	0	0	0
LOC101906862	0	0	0	0	0	0	0	0
TRNAC-GCA_20	0	0	0	0	0	0	0	0
ERBB4	0.352499235	0.529314651	0.276498334	0.438757275	0.260219494	0.103622846	0.155067167	0.018590984
LOC112443662	0	0	0	0	0	0	0	0
TRNAC-GCA_21	0	0	0	0	0	0	0	0
LOC104968902	0	0.139140634	0.218048868	0.028833967	0.252849564	0.331678257	0.078127964	0.084300767
IKZF2	41.66419945	12.87691625	5.67512116	8.812231052	7.192828299	4.600313255	15.98811841	4.595330286
LOC112443034	7.304193116	1.992086636	0.594632685	0.864952041	0.995996913	1.28138495	1.704478133	0
SPAG16	0.833990024	0.643555224	0.657732196	0.788582829	0.881349787	0.355729381	0.864118298	0.152573126
LOC112443670	0	0	0	0	0	0	0	0
LOC112443115	0	0.387087925	0	0	0	0	0	0
VWC2L	0	0	0	0	0	0	0	0
BARD1	3.189391383	2.506979326	1.305579329	2.432868015	1.185233316	1.421132386	2.832522529	1.278096195
ABCA12	0.834535829	0	0.127643665	0.227868137	0.065784734	0.016180099	0.114338356	0
LOC112443639	0	0	0	0	0	0	0	0
ATIC	107.5935962	84.91537564	87.75345717	72.77484365	86.83430214	77.35683366	113.1929571	351.9655297
FN1	22.94725467	18.53506696	17.3660752	53.10395279	31.07465955	31.87185618	28.45583014	9.626368905
MIR2285L	0	0	0	0	0	0	0	0
MREG	21.44002056	30.0806677	12.0923722	13.3886568	21.7068685	12.31458431	40.16978348	12.16313612
LOC112443663	0.838297824	0.675004563	0	0	0.545170593	0	1.51606991	0
TMEM169	1.848936063	0.640740372	0.708784598	0.374908105	0.547937956	0.224613679	0.698392611	0.114177551
PECR	16.45988424	11.87305186	11.63981419	10.89459969	14.94150776	16.01616519	16.80643963	6.29012542
XRCC5	34.65961606	20.28901523	17.9780521	15.71742614	20.55890318	14.33268086	30.82255841	10.33405278
LOC112443117	0.221956317	0.178721121	0	0	0	0	0	0
LOC112443116	0.093703498	0	0	0	0	0	0.042365926	0.045713211
4-Mar	0	0	0	0	0	0	0	0
LOC104969385	0	0	0	0	0	0	0	0
SMARCAL1	38.10151628	22.29711167	19.26923835	19.44359442	18.02787724	19.75168055	33.72100897	17.22665364
RPL37A	1907.480849	1599.582376	3516.953667	2276.715075	2890.23178	3673.130607	1555.814072	1333.765612
IGFBP2	0	0.513682717	0.804998021	0.496766338	0.2765855	4.489824958	0.192289789	0
IGFBP5	0.207954972	0	0	0.021353779	0.020806069	0.030704169	0	0.007803903
TRNAS-GGA_4	0	0	0	0	0	0	0	0
TNP1	0	0	0	0.364971187	0	0	0	0
LOC112443119	0	0	0	0	0	0	0	0
LOC112443118	0	0	0	0	0	0	0	0
LOC101905680	0	0	0	0.099488839	0	0	0	0
TRNAC-ACA_7	0	0	0	0	0	0	0	0
TNS1	7.929933653	9.577875391	4.05075524	5.304974329	4.672122733	2.856831994	4.152745734	0.976026637
MIR2356	0	0	0	0	0	0	0	0
RUFY4	0.799592631	1.080729433	0.396379938	0.743351367	0.687142101	0.25579316	0.774680993	1.128448365
CXCR2	583.9570174	642.6394739	303.1817337	696.7213007	524.2919778	442.9056655	234.4046975	960.6090118
CXCR1	545.6228652	912.7668157	422.7958743	950.9663971	768.6553187	530.5780347	303.583818	804.5392964
ARPC2	857.0473235	1244.316015	1188.875508	1094.542867	1267.589228	1152.123738	1442.066125	1030.404776
LOC112443653	2.221183284	6.557891042	0.934267777	1.976705262	4.815010345	0	1.33901065	0.361201099
GPBAR1	6.082566447	15.15965415	11.47639384	14.30599511	15.70969309	11.74916398	14.77194102	11.84124881
AAMP	64.32538633	129.0158721	135.6814186	123.0575262	144.2157941	115.8874083	171.6191138	79.80235777
PNKD	2.369063406	5.393875385	7.421973703	5.616098246	7.632534654	6.376592401	8.889053655	5.579466098
TMBIM1	138.5291657	161.0696641	152.4165334	154.7519397	164.0211444	146.3351071	157.8631411	77.36347003
CATIP	0.118914463	0.191501881	0.375130965	0.079369467	0.232001085	0.076082508	0.537644956	1.247265927
LOC104971307	0.282414951	0.037900488	0.029697143	0.09424894	0	0	0	4.316981669
SLC11A1	44.17216142	106.1963276	50.8573118	97.33498326	78.60296201	55.71763265	64.46994848	509.6360094
CTDSP1	135.020232	193.5457399	147.950688	180.1297067	172.5709658	156.7545461	192.058556	238.0598893
MIR26B	7.160049646	9.608888479	0	4.778975663	1.552132747	3.054041362	5.395425267	2.910855913
VIL1	0.96567057	0.155513237	0.048741312	0.257814757	0.100480795	0.642558207	0.209570974	0.113064472
USP37	29.5193851	11.37901013	5.162366938	9.41530723	6.30287022	5.640867104	15.71528945	4.363007518
CNOT9	54.06734528	44.23317199	33.42002463	34.19807044	33.09551843	28.66098683	62.44528782	21.96651886
PLCD4	3.257056223	2.678114433	1.228627204	0.977689975	0.918991271	0.826941628	3.926945607	0.033628645
ZNF142	37.59952161	21.25247507	16.3770427	20.48637017	17.45719148	13.82275372	32.71948582	9.326356527
BCS1L	8.649062947	12.61595581	12.99946023	10.27621999	12.1035173	12.13947356	17.56644485	6.737851744
RNF25	15.84740078	24.74756338	22.31995697	14.88663908	23.63103736	19.86894084	31.21740269	15.41023351
STK36	3.01550462	1.654149977	1.85499544	2.339762332	2.463599775	0.651154304	2.368894446	0.698778491
TTLL4	32.92801759	18.14777528	17.10016943	16.16375822	15.08371115	16.88767957	25.95554038	8.716756053
CYP27A1	0.953222014	4.876152363	5.02356145	8.08383943	4.995739589	1.614387536	3.245009779	12.74726398
PRKAG3	0	0	0.012756098	0	0.026296847	0	0.036564572	0
LOC101906064	0	0	0	0	0	0	0	0
WNT6	0	0	0.101906597	0.10780598	0	0	0	0
LOC112443120	0.065589419	0	0	0.043777663	0	0	0.059309557	0
WNT10A	1.289688959	0.675004563	1.607053424	0.817762841	0.77581969	1.052071623	0.99127648	0.361775163
CDK5R2	0	0	0	0	0	0	0.072250673	0
FEV	0	0	0	0	0	0	0	0
CRYBA2	0	0	0	0	0	0	0	0
MIR375	0	0	0	1.057846175	0	0	0	0
CFAP65	0	0	0	0	0	0	0	0
IHH	0	0	0	0	0	0	0.100960077	0
NHEJ1	22.65637294	14.17048513	13.94477617	14.75204065	12.88673056	16.84520765	19.79796758	7.470003869
SLC23A3	0.209142344	0.10104192	0	0.055836829	0	0	0.0378236	0.183654002
CNPPD1	59.24655922	110.9018612	97.11877444	84.61745475	104.1363231	73.06466014	129.7872322	92.50288027
RETREG2	184.5464865	144.5324855	133.0318123	140.0270947	137.678038	128.0722466	156.2023707	96.62220509
ZFAND2B	49.52833821	99.79731519	79.29670743	60.61458585	88.89900936	66.92645328	122.1052181	56.63661445
ABCB6	16.27066906	10.83810435	14.12749221	7.212113827	11.1499807	6.553777184	15.81417751	5.195268388
ATG9A	107.6846708	93.6072173	77.80785657	80.33087036	90.10438952	71.98578221	107.3038788	71.34817419
ANKZF1	14.91568956	13.99222605	9.94381022	9.955478096	10.96639969	7.474713692	24.3507404	11.43467701
GLB1L	2.261495771	1.878480193	1.652125721	1.509435519	2.275744974	0.913847157	4.003833536	0.418081159
STK16	10.98330333	25.77485575	20.2701485	25.08939163	25.01881606	25.92928863	27.56446852	24.84256242
TUBA4A	870.8146548	201.0774306	513.0671317	768.0740427	295.633774	482.7203234	284.4013077	149.5645292
TUBA1D	246.8643938	61.42403199	137.087204	176.74702	75.11251691	104.3516284	113.2117956	0.338009225
DNAJB2	33.83286773	44.55502745	33.89292751	30.6189569	31.03030505	27.61589199	82.49746044	15.92262271
PTPRN	0.823282133	0.708631994	0.806011873	0.435810123	0.720027995	1.453084331	0.28238022	0.872523561
MIR153-1	0	1.815012268	0	0	0	0	0	0
RESP18	0	0	0	0	0	0	0	0
DNPEP	46.425976	52.61870429	25.93164498	23.29202588	42.195148	59.3413312	95.50892709	28.29850442
DES	0	0	0	0.181588257	0	0	0.123007013	0.243330378
SPEG	1.01464476	0.53922041	0.345689357	0.243800899	0.936993211	0.305113915	0.715648085	0.207897481
LOC513894	0	0	0	0	0	0	0	0
GMPPA	18.7025881	34.991153	30.02044546	22.28590468	28.97623091	20.34233353	48.49738276	22.24657938
ASIC4	0	0	0.056861255	0	0.029305039	0	0.040747325	0
CHPF	41.94416594	48.32825584	42.92249975	46.15855166	50.89516222	48.16544181	53.73413904	30.08802794
TMEM198	10.02492725	17.17167941	6.382484312	11.67907799	10.46085873	6.530654485	12.32028151	7.113682015
OBSL1	2.822292548	4.9747014	2.205888473	2.436677791	2.803357144	1.814711039	4.570875226	1.972806001
INHA	0	0.215313406	0	0	0.17389888	0	0.161198997	0
STK11IP	15.29219393	15.79233898	9.704793219	14.57427096	18.29269916	12.20429042	26.76447525	20.03695745
SLC4A3	0.294278257	0.222145654	0.162459256	0.368280083	0.861201488	0.117676118	0.582099372	0.134590799
LOC112442385	0	0	0	0	0	0	0	0
LOC112443121	0	0	0	0	0	0	0	0
LOC104971315	0	0	0	0	0	0	0	0
EPHA4	0	0	0	0	0.072291114	0	0	0
LOC112443689	0	0	0	0	0	0	0	0
LOC104971316	0	0	0	0	0	0	0	0
PAX3	0	0	0	0	0	0	0.056829139	0
MIR2284Y-5	0	0	0	0	0	0	0	0
LOC112443122	0	0	0	0	0	0	0	0
LOC104969778	0	0	0	0	0	0	0	0
LOC112443123	0	0	0	0	0	0	0.557581943	0
SGPP2	0.577822063	0.592158327	0.679412494	1.805624544	0.768631247	0	3.514989636	0.269077048
FARSB	95.69549503	42.09991788	45.92789916	41.03268392	45.37081592	49.80415147	40.26360836	22.11122137
LOC538702	0	0	0	0	0	0	0	0.107283578
MOGAT1	1.40224585	0.130737933	0.298008581	0.945780981	0.316773309	0.056663311	1.881960763	2.786746369
ACSL3	27.71434418	53.35663776	19.8083535	22.70131614	25.44668672	13.58407064	19.70112258	6.201099802
KCNE4	0	0	0	0	0	0	0	0
LOC112443672	0	0	0	0	0	0	0	0
LOC112443698	0	0	0	0	0	0	0	0
LOC112442388	0	0	0	0	0	0	0	0
SCG2	0	0	0	0.053456104	0	0	0	0
AP1S3	12.58187167	7.747258587	6.488209858	6.31782785	5.319809817	4.535908205	7.854860671	6.157063889
WDFY1	75.61574978	36.62299859	39.27312522	51.93331294	37.90494336	37.51796105	56.4149278	41.23712543
MRPL44	13.12589978	26.54015064	23.05008533	18.20316755	23.99612848	17.72924802	29.07944157	17.64510212
SERPINE2	103.4066087	103.6298275	112.7282493	83.06241084	91.73614308	100.6850391	111.4222935	39.58336344
FAM124B	0.643514903	0.38862277	0.169170877	0.340031972	0.924181605	0.600434381	0.63039333	0
CUL3	108.1513686	83.80914807	54.80249075	66.08872165	58.64956231	63.96148667	76.88357371	48.54339156
DOCK10	153.2866543	78.65856773	47.95145614	61.93826523	57.79608281	36.48430057	97.00162416	34.57345636
LOC112442390	0	0	0	0	0	0	0	0
NYAP2	0	0	0	0	0	0	0	0
LOC104969981	0	0	0	0	0	0	0	0
LOC112443124	0	0	0	0	0	0	0	0
LOC101902260	0	0	0	0	0	0	0	0
LOC112443125	0	0	0	0	0	0	0	0
IRS1	0.849945789	0.658394353	0.237580292	0.351867374	0.356835779	0.261575986	0.914498258	0.052486795
RHBDD1	31.16943726	30.31384126	19.30498354	26.04320321	21.13775071	21.06393667	24.25711856	17.75272192
COL4A4	0.22192163	0.089346595	0.08000918	0.063480689	0.082469938	0.11156152	0.315344437	0.054132185
COL4A3	0.080936794	0	0	0	0	0	0.036593748	0.197424897
MFF	115.6408472	93.49747106	94.89261158	92.43116723	86.409655	87.94020441	105.3497553	32.92650168
TM4SF20	0.53162493	0	0.067083168	0.638699578	0	0	0	0
LOC112443126	0	0	0	0	0.563808904	0	0	0
AGFG1	52.79396539	38.87305726	26.61895999	36.86235886	31.12517173	28.44897883	31.94200814	17.38913882
LOC101903691	0	0.151251022	0.118513598	0.626871808	0.366475787	0.600910916	0	0
SLC19A3	0	0.055055984	0	0.182547099	0	0	0	0.066713246
CCL20	0	0.679820291	0.152193443	0.805019682	0.47062289	0	1.745012691	0.176520394
DAW1	0	0	0	0	0	0.048649459	0	0
SPHKAP	0.10157915	0	0	0	0.018874289	0	0	0
PID1	0.42980524	0.629241541	1.429832772	1.955955948	1.829555549	0.524986887	1.236624821	0
DNER	0	0.075323288	0.11803998	0.083248884	0.040556804	0.039900633	0.056392394	0
LOC112443603	0	0	0	0	0	0	0	0
MIR2284M	0	0	0	0	0	0	0	0
TRIP12	203.5054337	80.48309807	52.17007552	77.21123635	59.40686974	52.03504288	107.8935485	53.78278351
FBXO36	0.912555347	0.367398677	0.199299683	0.093705405	0.079889185	0.089824746	0.015868898	0.265401568
LOC112443127	0.308936152	0.331677369	0.129943843	0	0	0	0.744952118	0.150714367
LOC112443734	0	0	0	0	0	0	0	0
LOC112443688	0	0	0	0	0	0	0	0
SLC16A14	15.04926654	4.823202441	4.21651599	1.696133383	3.337451534	3.526282506	0.701308734	3.018823238
LOC787234	9.88654729	4.513683161	2.119994789	3.12687132	3.656003077	5.44695743	6.48585283	8.645413587
LOC112443128	1.630772293	0.381996151	0.074828813	0.217691817	0.115695367	0	0.616665092	0.274833809
SP110	80.95320035	47.68023727	43.97975375	63.74506858	36.8734618	38.02405907	85.15903777	44.41865073
SP140	270.6087384	169.829672	151.2474998	219.0752923	163.0037246	166.1784962	286.3892736	102.2036111
SP100	111.1428037	51.81420666	41.91701299	53.64934282	37.62647901	30.55316004	93.15140174	48.41059533
SP140L	15.69438796	10.96524908	4.585384468	6.4624052	4.443769724	3.923872471	6.397194301	5.642251772
LOC112443148	0	0.300646204	0.274835214	0.249210387	0.080939438	0.278704695	0.112542613	0.18215172
LOC112443144	0.42308253	0	0	0.141193233	0	0	0.286930854	0.748202276
CAB39	314.48488	179.6439504	158.5776329	184.4336332	155.9110316	154.8493792	140.7277675	112.9246405
ITM2C	437.5142202	487.439061	600.2466575	588.4702852	693.5029978	597.0210233	548.4206441	518.2678724
LOC112443155	0.443427483	0.089262898	0	0.073991426	0.072093598	0.07092719	1.503643107	0.324488856
LOC112443695	0.947981651	0	0	0	1.233002649	0	0.857217099	2.774834608
GPR55	11.86182413	9.960789929	5.466821717	10.93612894	4.489065877	2.998528253	15.93312369	9.473313843
SPATA3	0	0	0	0	0.065086968	0	0	0
C2H2orf72	0.214959548	0	0.101717631	0.035868692	0	0.017191624	0	0
PSMD1	81.82573868	56.81450646	61.85689766	65.23006058	62.94972255	59.62127847	70.24813898	42.08995828
HTR2B	0.502148696	0	0	0.304690168	0	0	0	0
ARMC9	1.326563406	0.851432025	0.800573279	0.872582744	0.750177882	0.848746806	1.216936328	0.215721126
LOC112443622	0	0	0	0	0	0	0	0
LOC112443707	0	0	0	0	0	0	0	0
TRNAG-CCC_10	0	0	0	0	0	0	1.256468898	0
B3GNT7	5.582061765	8.02629246	5.76076709	7.158757766	4.252502061	3.852065731	9.049638214	11.41801539
NCL	461.6984793	255.8830206	347.1844188	315.7297159	259.2262345	338.7194344	294.2058987	199.7222408
LOC112443633	0	2.438076181	0.47759211	1.010479929	2.953685451	0.968632521	1.368988501	0
LOC112443649	0	1.020944401	0	0.84627694	6.596564173	0	10.31875082	2.474227526
LOC112443642	0	0	0	0	0	0	0	0
LOC100848851	0	0.134114207	0	0	0	0.213130965	0.050203738	0.325021678
NMUR1	12.92943719	6.156286679	4.748027003	4.902661991	4.685799334	4.930125472	13.42894521	1.064288873
TEX44	0	0	0	0.065539356	0.127716635	0	0	0
LOC112443160	0	0.083059883	0.130164087	0	0.223612345	0.219994505	0.186553687	0.620653684
LOC101905734	0.205927569	1.184390256	1.039399997	0.9424894	0.822657365	0.922279747	1.436485033	0.172220013
PTMA_1	390.988016	430.6767092	536.3879844	465.1366894	460.5678051	528.0179007	491.0025645	263.773417
PDE6D	20.66752489	25.54641933	19.55950956	17.48518576	18.27466393	13.2232622	36.80364706	11.98419409
TRNAK-UUU_5	2.779014703	0	0	0	0	0	5.025875591	0
TRNAR-CCU_2	8.571890421	1.150359888	0	0	0	0	1.291862388	0
COPS7B	23.44207662	25.04827154	18.95737749	15.62357428	18.58343821	17.97623789	34.10185457	12.40452801
NPPC	0	0.073714397	0	0.122206056	0	0	0	0
DIS3L2	13.90054881	8.340990596	5.449861276	6.632380575	6.296195226	4.695471594	13.70412033	3.423186944
