gene	HZ_Blood_10	HZ_Blood_1	HZ_Blood_2	HZ_Blood_3	HZ_Blood_4	HZ_Blood_5	HZ_Blood_6	HZ_Blood_7	HZ_Blood_8	HZ_Blood_9
MARK4	0	0	0	0	0	0	0	0	0	0
TSGA13	0	0	1.303433341	0	0	0	0	0	0	0.169873087
KLF14	0	0	0	0	0	0	0	0	0	0
LOC112446482	0.732160926	0.161403018	0.284875208	0.37317957	0.134016353	0.301487136	0	0.161761	0	0
LOC112446497	0	0	0	0	0	0	0	0	0	0
MIR29A	0	0	0	0	2.173577718	0	0	0	0	0
MIR29B-1	0	0	0	0	0	0	0	0	0	0
LOC107131356	2.606370048	2.325178783	3.072495628	1.552153383	2.127126905	2.440668333	1.692599358	1.794152408	2.352587781	1.858735373
LOC107132431	0.039437981	0.339066112	0.239379734	0.114326628	0.093844597	0.052778893	0	0.056636357	0	0
MKLN1	12.11570505	10.03634355	10.03448292	9.857551573	7.067765908	9.934327661	13.93937944	11.22251822	7.932033311	7.699682196
LOC101904500	0	0	0	0	0	0	0	0	0	0
LOC112446481	0	0	0	0.110716576	0	0	0	0.063989298	0.117266442	0
TRNAE-UUC_25	0	0	0	0	0	0	0	0	0	0
PODXL	0.248150975	0.340761909	0.125518415	0.166995218	0.159923652	0.276745354	1.055695635	0.311820506	0.081634368	0.533014115
MIR320B	0	0	0	0	0	0	0	0	0	0
PLXNA4	0.039532805	0.125881984	0.01333085	0.065486579	0.026130621	0.217501595	0	0.07569671	0.04624046	0.009845125
CHCHD3	92.62362608	62.53489553	66.89709019	97.32980818	110.1352654	72.30145569	139.1575168	103.4830724	78.92046377	93.79904341
EXOC4	25.87683473	16.44102233	9.849870385	25.49832585	19.37142934	26.38502067	23.33466876	26.51483025	14.28311208	20.16291663
TRNAS-GGA_10	0	0	0	0	0	0	0	0	0	0
MIR2423	0	0	7.29124436	0	0	0	0	0	0	0
LOC112446421	0	0.111245905	0.471235802	0.385817125	0	0	0	0	0	0
LRGUK	0	0.037205493	0.019700231	0.016129264	0.061785021	0.104245052	0	0	0	0
LOC101902920	0	0	0	0	0	0	0	0	0	0
SLC35B4	4.347043039	1.766052515	5.951919631	2.400310132	1.922161036	2.407258821	2.688357154	4.030268413	1.873857608	1.642525943
TRNAC-ACA_22	0	0	0	0	0	0	0	0	0	0
AKR1B1	6.833724358	3.290146194	2.820584243	11.54655164	7.285008612	4.292244532	21.01418145	8.897863509	7.002064063	4.492881905
LOC112446422	0	0	0	0	0	0	0	0	0	0
AKR1B10	0	0	0	0	0	0	0	0	0	0
BPGM	1.974147335	2.311685062	0.708650354	0.791177275	1.0102322	3.46578839	0	3.536187099	1.173175386	0.285465739
CALD1	353.4940418	58.5776771	197.4070139	37.83146414	24.72012851	135.9924947	16.34382901	145.4478144	25.99784962	10.10583409
AGBL3	0.503244482	0	1.61820095	0.163748885	0.270861909	0.112246645	0	0.172072062	0.236503749	0.29541228
LOC104972216	0.137661461	0	0.278524771	0.076012636	0.218381435	0.163759103	0	0.087863903	0	0
LOC112446537	0	0	0	0	0	0	0	0	0	0
TMEM140	263.1550475	172.791903	250.2832534	133.5725496	144.6053774	205.1444524	144.5730352	240.1211899	220.1697668	146.3405657
CYREN	34.5122153	27.0428422	38.39352028	19.38358884	29.87935518	38.1871749	20.20869413	28.23660493	34.57995075	33.95793953
WDR91	24.78368179	21.53153898	27.79601193	24.09988518	28.4190497	25.80428137	20.49068166	16.35156726	17.30141818	20.93777966
STRA8	0	0	0.585932231	0	0	0	0	0.166355269	0.711344124	0.086544765
LOC514257	14.5903139	13.48645563	12.20669	7.590552583	8.168396732	10.31986707	6.431017678	11.38424474	9.531485722	7.714099753
LOC112446423	0.14499066	0.29086169	0.440030455	0.15611623	0.080502878	0.077614992	0	0.305388079	0.623249424	0.097491647
LOC100337457	10.26716182	12.28854198	11.67983161	5.878789576	7.087480754	8.815648668	6.918265041	10.84963087	8.878414178	7.760246302
LOC100298868	36.0259988	37.34721595	32.69998972	16.19818162	22.50207971	24.98844708	12.99678186	29.94403982	20.64159847	17.98407701
CNOT4	8.971459729	9.127094789	9.337909444	6.451535645	5.394807855	6.154847347	2.998878598	8.728731125	8.651599756	6.388106438
NUP205	15.64604048	29.67850514	13.56222885	18.24143791	11.09048071	11.3519147	14.90368158	15.06106663	16.76633429	9.976163049
STMP1	465.7495404	303.2515078	318.1661153	234.5159513	271.046321	305.7260269	175.3827566	464.9152404	192.7154511	175.987093
SLC13A4	4.545628429	1.456598697	3.754464575	0.834006753	0.410754844	1.719752652	0	3.553169534	0.504768937	0.537355537
FAM180A	0	0	0	0	0	0	0	0.119168147	0	0
LOC112446424	0.02386132	0.045588118	0	0.039526571	0	0	0	0	0	0
LUZP6	249.5526223	214.7344952	179.4776769	260.1999644	272.904099	230.2249134	292.3138697	481.0458782	238.9662916	234.8865064
MTPN	262.8075207	235.5704339	151.8936201	266.0192411	309.1542787	167.5812053	250.4739256	270.9738609	169.7475361	235.3300409
TRNAQ-CUG_8	0	0	0	0	0	0	0	0	0	0
TRNAR-GCG_1	0	0	0	0	0	0	0	0	0	0
CHRM2	0	0	0	0	0	0	0	0	0	0
MIR490	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_43	0	0	0	0	0	0	0	0	0	0
PTN	0	0	1.237815903	0	0.08087731	0	0	0	0.313074129	0.495166879
LOC112446425	0	0	0	0	0	0	0	0	0	0
DGKI	0.075946292	0.013190799	0	0.022873813	0.120478601	0	0.345555417	0.033050137	0.012113501	0
CREB3L2	5.922086899	4.437532988	3.490144902	2.520002562	4.805034262	0.99370272	6.417473653	2.522780063	5.028361787	3.977949152
AKR1D1	0	0	0	0	0	0	0	0	0	0
TRNAK-UUU_8	0	0	0	0	0	0	0	0	0	0
TRIM24	38.09184802	33.95591925	51.65068177	23.10445055	29.07661852	22.45078453	41.40844578	58.19387899	29.64310542	30.1947915
SVOPL	1.956914104	1.672608447	0.625159547	0.375349219	0.53918207	0.147025439	1.546476164	0.374706419	0.668614302	0.246236832
ATP6V0A4	6.669274207	12.69692178	3.719102874	5.640981279	3.570251818	4.520484014	9.813394955	7.535775969	5.643916307	9.032217296
TMEM213	0	0	0	0	0	0.197690238	0	0	0	0
LOC101905297	0	0	0	0	0	0	0	0	0	0
KIAA1549	0	0.084657066	0.04482574	0.220202346	0.035146279	0	0	0	0.233229265	0
ZC3HAV1L	0.948858622	0.516154919	0.999888861	0.796813254	0.501745623	0.752494492	0.356177585	0.315426658	0.474000335	0.807360947
ZC3HAV1	121.2360256	89.98738274	104.5228384	90.09666694	79.67064778	86.74355438	103.1721648	94.48902395	73.06288351	68.18459968
TTC26	0.867457857	0.497195097	0.546028558	0.30335709	0.917403653	0.601947001	1.254246903	0.406020467	0.608785293	0.676890787
UBN2	10.02382758	7.56532647	9.191375077	7.070260158	5.401891122	6.025261123	5.328210458	5.493057087	6.206339789	5.273987539
TRNAR-CCU_3	2.402475369	4.590036525	4.860829574	0	5.716807149	1.071724818	0	2.300108472	0	6.282201498
FMC1	44.04356994	54.01341058	53.98875019	65.72857361	56.80807647	50.97724563	11.31978566	40.45745094	45.9472206	42.24343962
LOC516355	47.4316929	45.22453165	42.45025091	40.86369952	41.72913623	42.47778028	51.80965547	46.33348619	42.45524821	38.95359516
KLRG2	0.34176168	0.408094348	0.403358868	0.235888515	0.429209241	0	0.855258075	0.681665794	0.099937364	0.212778133
CLEC2L	0	0	0.491080251	0	0.110011051	0	0	0	0.121671469	0
LOC107132435	0.615131067	0.130581709	0.553141947	0.566095665	0	0	0	0.130871332	0.47966819	1.225522439
HIPK2	12.58800461	21.20345409	22.0852567	10.67793041	11.47986678	9.820180317	8.522134668	17.58259063	16.32426943	16.35588026
LOC112446426	0.446147804	0.277025227	0.744704811	0.036952467	0.318489129	0.258729802	0	0.405781029	0.43052386	0
TBXAS1	105.2476797	327.7444849	80.4625645	78.2129126	64.76816064	80.06867097	150.4627795	220.7632661	164.4408603	121.6044864
LOC112446511	0	0	0	0	0	0	0	0	0	0
PARP12	116.7867529	106.019485	126.6128252	151.3292664	110.2817255	103.8612149	134.9998136	131.909362	89.90040987	77.22266116
LOC112446427	1.690610393	0.538331114	1.323424164	1.466937456	0.941867049	1.939288148	0.503660702	1.021243938	1.288881198	1.593877674
KDM7A	27.64921429	18.81932336	19.97432042	13.89970399	13.69693755	13.30562845	15.57030104	14.52153707	13.72307138	12.04235708
SLC37A3	35.27834997	20.61003893	27.57922812	22.25109118	16.85518451	25.93366643	21.14478997	13.94911367	22.12615196	13.13794791
RAB19	21.53355381	10.84767625	8.381725431	19.6815308	12.50979982	15.83479843	14.14551734	7.690746384	16.75048482	13.13429918
LOC101906488	0.301341412	0.287863115	0.914537523	0	0.239018856	0	0	0.288501578	0	0
MKRN1	106.2814854	96.06327184	138.5890433	63.61188454	79.99539403	109.4954791	66.79325704	105.5803498	81.37473953	66.21858172
LOC104972252	7.794697863	1.447844855	3.066523348	3.048669766	1.030436844	7.920178715	0	5.389636888	1.709484133	0
DENND2A	0.130297698	0	1.129825596	0.092502747	0.059057089	0.564640416	0	0.089104181	0.293925313	0.236413623
LOC112446428	0	0	0	0	0	0	0	0	0	0.202204898
LOC104972256	0	0.095191098	0.201613954	0.16506835	0.07903919	0.088904445	0	0	0.611917616	0.223344501
ADCK2	27.86058004	24.72364151	29.54982082	18.77850062	30.42414119	31.4388496	46.53073871	21.04591385	31.57050041	29.68760699
NDUFB2	26.90859145	25.55382699	20.81645878	33.16860773	49.71764773	32.69244324	22.41982883	16.89687085	17.70426934	24.95223045
BRAF	18.30609122	12.63414888	15.17108673	8.667603671	11.21877078	8.76203907	8.093767883	15.40811478	13.39130778	8.611404201
MRPS33	59.2455207	46.67678934	40.86845243	65.33093209	48.51511978	49.12125401	50.57060151	69.91986455	60.16363562	73.98888488
LOC101907501	0	0	0	0	0	0	0	0	0	0
TMEM178B	0.032057597	0.018374241	0.006486082	0.015931141	0	0	0	0	0	0
TRNAC-GCA_44	0	0	0	0	0	0	0	0	0	0
TRNAE-CUC_5	0	0	0	0	0	0	0	0	0	0
AGK	13.63736148	10.83209051	9.941653589	11.24513902	10.02543985	10.54835913	10.13987092	8.308546999	12.04302098	7.748770607
KIAA1147	139.0770103	158.0683045	142.5111434	41.6387319	72.21405583	70.5695022	45.97677846	102.4205657	100.847377	51.69819681
WEE2	4.784151784	7.0057663	9.563654396	3.32185898	2.408616668	6.415293641	3.957321861	6.774461917	8.418972006	3.702707926
SSBP1	22.61939371	25.70392398	19.95435906	27.96879371	26.18922004	21.90222956	20.06660585	22.78457084	18.80850514	26.67028226
TAS2R3	0.276625713	1.057011566	0.279842712	0	0	0	0	0	0	0
TAS2R4	0	0	0	0	0	0	0	0	0.172675165	0
TAS2R5	0.200206281	0	0	0	0	0	0	0	0	0
PRSS37	0	0	3.164794174	0	0.15038808	0	0	0.181522074	0	0.991569101
LOC615237	0	0	1.136500011	0	0.247524865	0	0	0	0	0.186517828
OR9A4	0	0	0	0	0	0	0	0	0	0
LOC787760	0	0.082367912	0	0	0	0	0	0	0	0
LOC787774	0	0.17361278	0	0	0	0	0	0	0	0
LOC519161	0	0	0	0	0	0	0	0	0	0
CLEC5A	1.267376029	0.662996501	1.801066154	0.899753151	0.837717496	1.669176368	1.993581262	3.09121598	0.873566393	1.916284549
TAS2R38	0.167828423	0	0.254670258	0	0.266237271	0.374334506	0	0	0	0
MGAM	48.07491586	34.3836179	30.51669377	9.061891448	15.13955748	17.06274135	11.70456795	47.1903561	25.30876967	14.31634955
LOC100296901	0.135116103	0.01720969	0.082012456	0.08206788	0.007144786	0	0	0.06036751	0.015804168	0.040378667
LOC112446429	0	0	0	0	0	0	0	0	0	0
LOC101902292	0	0	0	0	0.249299236	0	0	0	0	0
PRSS58	0	0	2.625501893	0	0	0	0	0	0	1.88023353
LOC780846	0	0	2.696566991	0	0.487911444	0	0	0	0	1.225522439
LOC780933	0.202752257	0.677892678	0.922995673	0.167930807	0	0.271338422	3.450233018	3.105811208	0.622528904	0
PRSS1	2.491203152	0.317303661	0	0.068778479	0	1.407653714	2.659939003	1.351531541	0.364236676	0.124080279
LOC112446443	2.897258292	6.642409685	0	8.798797491	9.039019233	7.410009257	15.08079954	7.951586446	8.133228476	8.658289038
LOC101902375	11.16600394	2.133314938	7.379960689	3.576013822	9.91948541	7.305560515	9.686874636	5.558920899	4.048778211	14.34865183
LOC615948	1.963602438	1.085975053	0.940944322	0.299593705	1.229602009	0	2.793171068	0	0.634634652	0
LOC101907820	0.708322706	0.135328217	0.143312019	0.704007178	0.337097675	0	0	0	0.99420725	0.105839074
LOC789121	0	0	0	0	0	0	0	0	0	0.049001037
LOC100297263	1.132218863	0.865261889	0.057269296	0.187553451	0.134708496	0.808117874	0	0.108397623	0.397297797	0
LOC104972311	0	0.205987295	0	0	0	0	0	0	0	0
LOC101903084	2.346230126	0.933870308	0.148344715	2.591039423	3.566896768	1.875219734	0	0.280782472	0.600320515	0.94948387
LOC101904744	23.65746879	42.48673197	15.79551049	24.68899992	34.2768515	34.05232128	13.57717066	19.32753018	19.2316965	28.5152548
LOC112441528	1.258250069	1.8491869	2.252023414	2.00414111	0.614167655	0	2.809670668	0	1.613254894	0.506181798
LOC100299076	0	0	0	0.044071647	0	0	0	0	0	0
LOC101902875	0.968954154	2.622576118	0.980222538	1.203813379	0.640464889	2.449374768	0	0.618445372	0	0.482610586
LOC112446437	0	0.030865205	0	0	0.05125607	0	0	0	0	0
LOC617189	0.170936357	0	0	0	0	0.457519951	0	0	0	0
LOC112446444	0	0	0	0	0	0	0	0	0	0
LOC104972445	0.036416259	0.034787445	0	0	0.028884754	0.064979993	0	0	0.03194634	0
LOC112446433	0	1.200977299	0	0	0.124649618	0	0	0	0	0
LOC617183	0.884060187	0.402151544	0	0.209208086	0.133565986	0.112677741	0.084280352	0.040304349	0.036930766	0.15725969
LOC112446434	0.497675091	0.285249148	0.201385107	0	0.078949474	0	0	0	0	0.223090989
LOC112446445	0	0	0	0	0	0	0	0	0	0
LOC104972274	0	0	0	0	0	0	0	0	0	0
LOC112446431	0.179877643	0	0.060656506	0	0.023779312	0	0	0	0	0
LOC783945	3.172470953	0.388535095	0.16458282	1.145372222	0.25808715	0	0	0	0.570885239	0.364644084
LOC112446438	0	0.118539858	0	0	0	0	0	0	0	0
LOC783647	0.367674428	0	0.371950271	0	0	0	0	0	0.322544176	0
LOC100300510	307.4419499	306.4803345	283.9291762	285.6434559	258.3690655	317.7591266	322.9752794	168.7132322	378.2387376	349.8813908
LOC112446448	0	0.104710208	0	0	0	0	0	0	0	0
LOC107132437	0	0.022899991	0	0.099275661	0.038028697	0.042775239	0.527915723	0	0.189267653	0.089549463
LOC112446449	13.83410117	1.492053858	4.063059834	2.956949571	2.123801129	5.3749863	3.126951194	1.281739835	1.95742458	2.167142574
LOC101904319	1.581787616	1.038838593	3.800434396	3.029664861	1.725139474	1.499448138	3.958421064	1.230441341	1.214177006	2.437401097
LOC100851681	0.642420154	0.920529303	0.046420795	0.418069499	0.618747399	0.532217086	2.158851592	0	0.201273642	0.171413886
LOC509513	134.6083232	174.5433162	211.9818033	115.3214511	110.4904737	134.539827	160.0774143	52.25770182	199.418345	108.8121395
LOC101904045	2.872323635	2.259642259	1.196475873	0.839654033	3.618441519	0.904461407	0.676516278	0.647044002	1.185769341	0
LOC101909872	0.255657	0.101759192	0.215525121	0.194103696	0.05069569	0.076031012	0.042652083	0.040793955	0.074758781	0.015917004
LOC112446440	1.975007905	0.943335209	4.495446269	1.390440603	0.46996275	0.088103504	0.494245423	0.094542747	0.866292635	0.885329555
LOC112446447	0.914802469	0.624203924	0	0	0.103657954	0	0	0	0	0.195273881
LOC101903590	1.712702167	1.308877603	0.173261992	2.978967872	2.173577718	0.764022575	0	0.49191773	4.507428868	2.30324017
LOC101910001	0	0	0	0.69502463	0.332796588	0.561501759	1.88995666	0	0	0
LOC101904148	6.276048976	5.995335978	3.703604243	5.775751399	4.701496138	4.666157755	6.980356826	1.669064796	5.811566338	2.344451227
LOC101903755	7.367723063	4.416114219	1.169161644	2.632391473	1.604222105	1.16000528	5.350552755	1.244786875	3.675250073	2.806217567
LOC112446446	0.149923664	0.042965379	0.16683391	0.074505119	0.047566755	0.026751893	0	0.114828462	0.026304252	0.02240191
LOC101903933	25.34087065	3.48308385	8.66814255	9.814874843	4.77192946	11.06037837	11.13192768	5.061673217	13.59413058	17.02556836
LOC112446439	3.309069848	1.229302235	1.487801085	0.761321529	0.291633069	0.820082932	0	0	1.290176704	0.274693447
LOC101902874	0.442921986	0.148872431	0.248929398	0.339678579	0.156141398	0.212219759	0.320207791	0.102086004	0.071954715	0.134815875
LOC112446435	0	0	0	0.052251852	0	0	0	0	0	0
LOC104968514	0	0.078214908	0.165658524	0	0.129886997	0	0.081958905	0.078388384	0	0
LOC100336982	7.808044949	2.581895545	4.151958594	9.534769967	3.970004965	8.573798542	11.4231627	3.162649149	1.141607555	2.542795845
LOC100336993	0.57464188	0.109787899	0.116264928	0.571140817	0.546955337	0.102537237	2.185821435	0	0.100821476	0.085864203
LOC101902921	0.553833796	0	0.186758189	0.152905419	0	0	0.184795762	0	0	0
LOC101902797	3.36877949	1.365255334	1.239256899	1.775589698	1.619429266	2.003713687	1.532793721	2.44336319	3.671709227	3.126996355
LOC112446436	0	0	0	0	0	0.339663871	0	0	0	0
LOC107132438	16.45065408	31.5628863	15.93679776	11.77784981	10.94736759	11.31870901	20.37454072	8.408743134	14.92061668	15.41514989
LOC112446442	7.563292771	4.554894058	2.106865818	3.313747119	3.303838132	5.036436815	4.498621838	2.938388573	1.682773444	3.930863223
LOC101902515	8.431764516	2.974017749	1.574736208	5.586928757	3.189628841	5.092278276	0.38954728	0.869345732	3.755301684	4.748823914
LOC101902455	0.956125322	0	0	0.113130956	0.325020967	0.487451163	0	0.523077628	0	0
LOC112446432	5.158255939	2.078805605	2.119911427	2.403200973	3.38822409	4.67402046	4.033914848	1.929089137	1.343390564	0.782800581
LOC786254	1.955464272	2.335001159	2.843669984	0.506132919	1.405630747	2.780509754	0.061169329	0.760558516	2.197908172	2.374040506
PRSS2	6.884313267	0.431238953	6.051013391	0.280424996	4.565352427	3.020691571	0.677822294	7.455370896	0	1.85497621
LOC505349	11.51974295	4.691017329	8.702931602	4.801230144	3.836479071	11.20008841	6.504810832	12.37216241	2.461657152	3.917070721
EPHB6	0.980054216	0.561731209	0.966665395	1.298777515	1.088307145	0.480913679	0	0.281488547	0.73079372	0.768819295
TRPV6	0	0	0.139393683	0	0.109293663	0.344218342	0	0	0	0.452959307
TRPV5	0	0.11622361	0	0	0.072377198	0	0	0	0.560340793	0
LLCFC1	0.109476094	0.209158968	10.07818067	0	1.215683917	0	0	0	0	2.780885343
KEL	0	0	0	0.057076679	0.136649287	0	0	0	0.06045327	0
LOC107132445	0	0	0	0	0	0	0	0	0	0
LOC107132446	0	0	0	0	0	0	0	0	0	0
LOC107132447	0	0	0	0	0	0	0	0	0	0
OR6V1	0	0	0	0	0	0	0	0	0	0
PIP	0	0	4.455760442	0	0	0	0	0	0	2.692372071
LOC104972276	0	0	0	0	0	0	0	0	0	0
LOC101910192	0	0	0	0	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0	0	0	0	0
LOC112446450	0	0	0	0	0	0	0	0	0	0
TAS2R40	0	0	0	0	0	0	0	0	0	0
GSTK1	4.736605201	4.072273132	5.047245976	3.164652119	4.658672877	4.563996289	6.195349467	3.65805872	3.379570721	3.538767756
LOC101905883	0	0	0	0	0	0	0	0.059881569	0	0
TMEM139	0	0	0	0	0	0	0	0	0	0
CASP2	22.22897571	22.44583162	19.53760667	17.53622506	22.86080006	20.54870934	16.28651809	17.23584898	25.91413177	21.28033584
CLCN1	1.852613049	2.252409089	1.221042256	0.953211596	0.690201375	0.951653215	1.854464516	2.633638926	0.418615673	0.587196811
FAM131B	7.804676445	7.721133131	16.09371957	15.47883066	11.63481543	13.75471649	13.69858857	8.61853617	11.36738169	14.87293205
ZYX	2104.807443	1111.219693	2202.096984	570.5482052	992.4607701	1706.742403	663.8228965	1550.84559	939.8172967	780.3466634
EPHA1	1.325098637	0.347482765	0.972525976	0.043040044	0.226696106	0.973602457	0.624199019	0.696506921	0.615414288	0.194116702
LOC785618	0	0	0	0	0	0	0	0	0	0
TAS2R60	0	0	0	0	0	0	0	0	0	0
TAS2R41	0	0	0	0	0.155602879	0	0	0	0	0
LOC532208	0.450023795	0.061413612	1.430808705	0	0	0.458861652	0	0.677048058	0	0
LOC524903	0	0.171305044	0	0.445583275	0.711191073	0.639966558	0	0	0	0
TCAF2	2.995696396	1.615793127	2.618216998	2.599356582	1.228478041	2.599984981	2.99869024	0.956017663	1.877135145	2.329468096
TCAF1	4.638532419	5.75334679	4.677579155	3.52478444	2.172482717	2.588156944	4.554726786	3.115671702	2.196062741	2.409345217
LOC100299556	0	0	0	0	0	0	0	0	0	0
LOC506549	0	0	0	0	0	0	0	0	0	0
TRNAC-ACA_23	0	0	0	0	0	0	0	0	0	0
LOC613799	0	0	0	0	0	0	0	0	0	0
LOC787500	0	0	0	0	0	0	0	0	0	0
LOC527779	0	0	0	0	0	0	0	0	0	0
LOC523634	0	0	0	0	0	0	0	0	0	0
TRNAV-AAC_10	0	0	0	0	0	0	0	0	0	0
OR6B1	0	0	0	0	0	0	0	0	0	0
OR2A5	0	0	0	0	0	0	0	0	0	0
OR2A25	0	0	0	0	0	0	0	0	0	0
OR2A12	0	0	0	0	0	0	0	0	0	0
OR2A2	0	0	0	0	0	0	0	0	0	0
OR2A14	0.187975029	0	0	0	0	0	0	0	0	0
LOC787719	0	0	0	0	0	0	0	0	0	0
LOC787740	0	0	0	0	0	0	0	0	0	0
LOC514891	0	0	0	0	0	0	0	0	0	0
LOC511401	0	0	0	0	0	0	0	0	0	0
LOC787786	0	0	0	0	0	0	0	0	0	0
LOC511400	0	0	0	0	0	0	0	0	0	0
LOC514662	0	0	0	0	0	0	0	0	0	0
LOC519916	0	0	0	0	0	0	0	0	0	0
LOC508101	0	0	0	0	0	0	0	0	0	0
LOC507423	0	0	0	0	0	0	0	0	0	0
LOC504233	0	0	0	0	0	0	0	0	0	0
ARHGEF5	0	0.085202407	0.090228994	0.049249075	0	0	0	0	0	0.177696252
NOBOX	0	0	0	0	0	0	0	0	0	0
TPK1	3.849502014	1.963316404	3.333230696	3.107313427	2.768723998	1.338858608	0	4.060273326	2.403962063	3.241597276
LOC112446451	0	0	0	0	0	0	0	0	0	0
LOC112446342	0	0.247103736	0	0	0	0	0	0	0	0
LOC112446343	0	0	0	0	0	0	0	0	0	0
CNTNAP2	0.544136125	0.089620377	0.275232059	0.06993374	0.066972332	0.033480651	0	0.161674469	0.065840835	0.112146164
TRNAW-CCA_10	0	0	0	0	0	0	0	0	0	0
LOC112446452	0.182498129	0.523006243	0.230775598	0.566832002	0.579017582	0.203527346	0	0.436805199	0.480292108	1.193029941
CUL1	58.33858664	54.80788783	47.67774453	51.42831031	52.76547288	57.21175469	60.30170278	65.28643202	52.32119096	55.58206321
EZH2	27.89746667	21.93192695	25.45621173	19.94100921	26.88445306	22.24071509	23.77627005	23.83808363	25.65945427	21.01819256
LOC100336368	6.837381434	7.887841847	8.957947641	12.31647609	10.01679446	11.53371344	19.29844113	14.91640434	19.10878408	11.89140558
PDIA4	138.3632684	184.3181713	170.3264551	239.6853573	204.9749654	183.5053602	326.1750202	257.1973355	268.2724532	232.1404144
LOC506408	6.108121426	5.190176956	7.408158676	6.526504615	7.053148863	7.105512857	3.614487057	5.169379825	5.654422216	8.206631898
ZNF398	5.655437234	5.402482749	6.0104106	7.072552902	4.239323799	5.256388681	4.989223646	4.807569033	6.80401339	5.878186677
ZNF282	9.682906291	5.324020003	8.884302458	5.968317645	4.822523814	7.148883863	1.446373851	4.042294206	4.164878421	5.720066321
ZNF212	7.706976183	10.56454548	8.874183323	10.37943177	9.46775975	13.94773845	9.59630727	7.288607392	7.365622954	8.356068659
ZNF783	1.56476633	1.636175909	2.48140251	1.558735609	1.593362976	1.697909827	0.042333247	1.80176088	2.300198086	2.227520756
TRNAC-GCA_45	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_46	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_47	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_48	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_49	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_50	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_51	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_52	0	0	0	0	0	0	0	0	0	0
LOC112446453	0	0	0	0	0	0	0	0	0	0
ZNF777	26.31520227	21.37390277	26.59392923	25.01478997	28.75090059	35.61431622	23.09947029	18.75979514	24.03222154	23.57227407
ZNF746	18.23036244	15.45302231	18.30230251	12.06041489	16.56495019	20.25898345	18.271681	14.25007992	14.59584545	12.9132305
TRNAC-GCA_53	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_54	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_55	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_56	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_57	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_58	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_59	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_60	0	0	0	0	0	0	0	0	0	0
LOC104972285	0.177510832	0	0	0	0	0	0	0	0	0
KRBA1	2.345249671	0.956817058	3.398145762	1.092637968	0.70726808	2.016108603	0.782531157	0.397608945	2.464571776	0.675311971
ZNF467	14.65174025	14.71724691	25.35029808	8.828108652	12.91833068	19.58001662	15.20142265	15.86365597	19.74886295	14.30557968
SSPO	0.290383892	0.266726634	0.485835319	0.08325424	0.06201126	0.448400436	0	0.117620015	0.352717862	0.271186089
ZNF862	7.475375996	7.050627248	8.587940148	7.288758759	7.484049933	10.54080265	7.049842958	5.590891072	7.684377575	6.291885792
ATP6V0E2	4.492423806	4.417708434	3.386223314	2.66298111	2.515280293	3.064993025	4.056039584	3.289004932	2.511421944	3.652484662
TRNAC-GCA_61	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_62	0	0	0	0	0	0	0	0	0	0
LRRC61	10.09539864	14.31189129	14.66732255	24.32862853	28.40957919	22.32574088	10.21299299	17.47969757	14.69758557	21.18285142
ZBED6CL	0.245760311	0.08803801	0.139847829	0.076332185	0.073099829	0.054815843	0	0.014705545	0.040423955	0.114756327
RARRES2	0	0	1.313651895	0.12653323	0.060587532	0.408898493	0	0.146261253	0.268037582	0
REPIN1	1.470190519	1.955538694	2.165039488	2.574113398	1.298980232	2.540342634	0.819658623	2.334034096	2.66109213	2.864168874
ZNF775	1.359118893	1.194462388	1.072441243	2.363967065	1.466120618	1.649114072	1.197219911	0.936869973	1.549981739	1.015412075
LOC112446454	8.013622515	3.458882586	9.687273694	3.349112606	3.323920149	6.559288342	3.642850858	1.231770519	3.901966509	2.732626918
GIMAP8	148.1876698	116.9541521	75.18371055	110.5417494	87.51242749	87.34757774	108.757665	54.77819135	90.29362464	66.74010056
GIMAP7	2.225426184	1.717063444	1.948246114	1.134291051	0.814693845	2.100036673	0.085678855	0.737516479	1.201394413	2.046325413
LOC511617	2.554087892	1.865767274	3.191741178	2.633929005	2.105304289	2.948926426	3.083007542	1.006872155	2.042887235	2.45070951
GIMAP7_1	81.35993089	87.99828026	66.56415178	79.68128655	54.54041387	76.48311566	71.82686639	42.66365851	92.82097614	49.55515692
GIMAP4	327.4937273	206.7603939	176.5131252	283.4058317	180.4748018	244.6872351	364.1983329	168.7212507	263.9855692	153.7719278
